,kod,plk,stacja,opiskod1,pelna,szerokosc,dlugosc,wojewodztwo,Coordinates
2531,TARNAWA DOLNA (S),84012.0,TARNAWA DOLNA,TARNAWA DOLNA (STACJA),TARNAWA DOLNA (STACJA) 38-516 woj.PODKARPACKIE,49.47358,22.25471,PODKARPACKIE,"49.47358,22.25471,TARNAWA DOLNA (STACJA)"
2533,TARNOBRZEG (S),65466.0,TARNOBRZEG,TARNOBRZEG (STACJA),"Dworcowa ?, 39-400 Tarnobrzeg, Polska",50.5680433,21.6959763,PODKARPACKIE,"50.5680433,21.6959763,TARNOBRZEG (STACJA)"
2536,TARNOWIEC (S),83360.0,TARNOWIEC,TARNOWIEC (STACJA),TARNOWIEC (STACJA) 38-204 woj.PODKARPACKIE,49.7295323,21.5780823,PODKARPACKIE,"49.7295323,21.5780823,TARNOWIEC (STACJA)"
2537,TARNOWIEC BRZESK (S),61143.0,TARNOWIEC BRZESKI,TARNOWIEC BRZESKI (STACJA),TARNOWIEC BRZESKI (STACJA) 49-315 woj.OPOLSKIE,50.91424408,17.65195861,OPOLSKIE,"50.91424408,17.65195861,TARNOWIEC BRZESKI (STACJA)"
2540,TARNOWO (S),2428.0,TARNOWO POMORSKIE,TARNOWO (STACJA),TARNOWO (STACJA) 73-132 woj.ZACHODNIOPOMORSKIE,53.30638852,15.36684858,ZACHODNIOPOMORSKIE,"53.30638852,15.36684858,TARNOWO (STACJA)"
2541,TARNOWO ROGOZIŃS (S),16147.0,TARNOWO ROGOZIŃSKIE,TARNOWO ROGOZIŃSKIE (STACJA),TARNOWO ROGOZIŃSKIE (STACJA) 64-610 woj.WIELKOPOLSKIE,52.81543812,16.97373571,WIELKOPOLSKIE,"52.81543812,16.97373571,TARNOWO ROGOZIŃSKIE (STACJA)"
2542,TARNOWSKA WOLA (S),241559.0,TARNOWSKA WOLA,TARNOWSKA WOLA (STACJA),"77, 39-460 Tarnowska Wola, Polska",50.4540313,21.7389264,PODKARPACKIE,"50.4540313,21.7389264,TARNOWSKA WOLA (STACJA)"
2545,TARNOWSKIE G FAZ (S),71084.0,TARNOWSKIE GÓRY STRZYBNICA,TARNOWSKIE GÓRY FAZOS (STACJA),"Dowrzec PKP Tarnowskie Góry Strzybnica, Lotników, Tarnowskie Góry, Polska",50.4751549,18.7970978,ŚLĄSKIE,"50.4751549,18.7970978,TARNOWSKIE GÓRY FAZOS (STACJA)"
2555,LUBIEWO (S),1032.0,LUBIEWO,LUBIEWO (STACJA),MIĘDZYZDROJE POLNA woj.ZACHODNIOPOMORSKIE Stacja:LUBIEWO,53.91764835,14.43556817,ZACHODNIOPOMORSKIE,"53.91764835,14.43556817,LUBIEWO (STACJA)"
2559,LUBIN GÓRNICZY (S),53280.0,LUBIN GÓRNICZY,LUBIN GÓRNICZY (STACJA),"Kolejowa, Lubin, Polska",51.3954691,16.1940444,DOLNOŚLĄSKIE,"51.3954691,16.1940444,LUBIN GÓRNICZY (STACJA)"
2560,LUBIN KGHM BOCZN (S),178458.0,LUBIN KGHM BOCZNICA,LUBIN KGHM BOCZNICA (STACJA),"Marii Skłodowskiej-Curie, 59-301 Lubin, Polska",51.4208866,16.1820879,DOLNOŚLĄSKIE,"51.4208866,16.1820879,LUBIN KGHM BOCZNICA (STACJA)"
2570,LUBLEWO (S),6486.0,LUBLEWO,LUBLEWO (STACJA),LUBLEWO (STACJA) 84-210 woj.POMORSKIE,54.76754611,17.94561046,POMORSKIE,"54.76754611,17.94561046,LUBLEWO (STACJA)"
2573,LUBLIN (S),50500.0,LUBLIN,LUBLIN (STACJA),LUBLIN DWORCOWA woj.LUBELSKIE Stacja:LUBLIN,51.2337513,22.566017,LUBELSKIE,"51.2337513,22.566017,LUBLIN (STACJA)"
2576,LUBLIN LBA (S),6.0,LUBLIN LBA,LUBLIN LBA (STACJA),LUBLIN LBA (STACJA) 20-402 woj.LUBELSKIE,51.2245046,22.5533514,LUBELSKIE,"51.2245046,22.5533514,LUBLIN LBA (STACJA)"
2577,LUBLIN LBB (S),2.0,LUBLIN LBB,LUBLIN LBB (STACJA),"Krochmalna 4, 20-401 Lublin, Polska",51.2296959,22.563528,LUBELSKIE,"51.2296959,22.563528,LUBLIN LBB (STACJA)"
2578,LUBLIN LBC (S),3.0,LUBLIN LBC,LUBLIN LBC (STACJA),"Garbarska 2, 20-411 Lublin, Polska",51.232986,22.5729281,LUBELSKIE,"51.232986,22.5729281,LUBLIN LBC (STACJA)"
2580,LUBLIN PÓŁNOCNY (S),50468.0,LUBLIN PÓŁNOCNY,LUBLIN PÓŁNOCNY (STACJA),LUBLIN PÓŁNOCNY (STACJA) 20-213 woj.LUBELSKIE,51.2422658,22.5995597,LUBELSKIE,"51.2422658,22.5995597,LUBLIN PÓŁNOCNY (STACJA)"
2581,LUBLIN TATARY (S),178664.0,LUBLIN TATARY LTA,LUBLIN TATARY (STACJA),LUBLIN TATARY (STACJA) 20-329 woj.LUBELSKIE,51.2366901,22.6188196,LUBELSKIE,"51.2366901,22.6188196,LUBLIN TATARY (STACJA)"
2583,LUBLIN TATARYLTA (S),178664.0,LUBLIN TATARY LTA,LUBLIN TATARY LTA (STACJA),"Macieja Rataja, 20-300 Lublin, Polska",51.2377801,22.6081057,LUBELSKIE,"51.2377801,22.6081057,LUBLIN TATARY LTA (STACJA)"
2584,LUBLIN TATARYLTB (S),178665.0,LUBLIN TATARY LTB,LUBLIN TATARY LTB (STACJA),"Macieja Rataja, Lublin, Polska",51.2359868,22.6237556,LUBELSKIE,"51.2359868,22.6237556,LUBLIN TATARY LTB (STACJA)"
2586,LUBLIN ZEMBORZYC (S),51375.0,LUBLIN ZEMBORZYCE,LUBLIN ZEMBORZYCE (STACJA),LUBLIN ZEMBORZYCE (STACJA) 21-030 woj.LUBELSKIE,51.19118,22.49629,LUBELSKIE,"51.19118,22.49629,LUBLIN ZEMBORZYCE (STACJA)"
2588,LUBLINEK (S),46573.0,LUBLINEK,LUBLINEK (STACJA),"SANITARIUSZEK 45, 93-460 ŁÓDŹ, POLSKA",51.71975736,19.35794234,województwo łódzkie,"51.71975736,19.35794234,LUBLINEK (STACJA)"
2590,LUBLINIEC (S),71407.0,LUBLINIEC,LUBLINIEC (STACJA),"Dworcowa 20, 42-700 Lubliniec, Polska",50.6725195,18.6904704,ŚLĄSKIE,"50.6725195,18.6904704,LUBLINIEC (STACJA)"
2592,LUBNIA (S),15677.0,LUBNIA STH I PO,LUBNIA (STACJA),LUBNIA (STACJA) 89-632 woj.POMORSKIE,53.93566471,17.74250961,POMORSKIE,"53.93566471,17.74250961,LUBNIA (STACJA)"
2598,LUBOŃ (S),30403.0,LUBOŃ K. POZNANIA,LUBOŃ (STACJA),LUBOŃ DWORCOWA woj.WIELKOPOLSKIE Stacja:LUBOŃ K. POZNANIA,52.34130186,16.89200406,WIELKOPOLSKIE,"52.34130186,16.89200406,LUBOŃ (STACJA)"
2599,LUBOŃ K. POZNAN (S),30403.0,LUBOŃ K. POZNANIA,LUBOŃ K. POZNANIA (STACJA),LUBOŃ DWORCOWA woj.WIELKOPOLSKIE Stacja:LUBOŃ K. POZNANIA,52.34130186,16.89200406,WIELKOPOLSKIE,"52.34130186,16.89200406,LUBOŃ K. POZNANIA (STACJA)"
2608,LUBRZA (S),56952.0,LUBRZA,LUBRZA (STACJA),"Opolska 17, 48-231 Lubrza, Polska",50.3390408,17.6187963,OPOLSKIE,"50.3390408,17.6187963,LUBRZA (STACJA)"
2612,LUBSKO (S),41905.0,LUBSKO,LUBSKO (STACJA),LUBSKO DWORCOWA woj.LUBUSKIE Stacja:LUBSKO,51.7838666,14.9655316,LUBUSKIE,"51.7838666,14.9655316,LUBSKO (STACJA)"
2614,LUCIĄŻANKA (S),47803.0,LUCIĄŻANKA,LUCIĄŻANKA (STACJA),"97-340 Stara Wieś, Polska",51.2786111,19.6455556,ŁÓDZKIE,"51.2786111,19.6455556,LUCIĄŻANKA (STACJA)"
2619,LUDWIKOWICE KŁOD (S),57976.0,LUDWIKOWICE KŁODZKIE,LUDWIKOWICE KŁODZKIE (STACJA),"Tadeusza Kościuszki, Miłków, Polska",50.6190936,16.4827126,DOLNOŚLĄSKIE,"50.6190936,16.4827126,LUDWIKOWICE KŁODZKIE (STACJA)"
2626,LUSŁAWICE (S),62885.0,LUSŁAWICE,LUSŁAWICE (STACJA),"40, 42-253 Lusławice, Polska",50.76837,19.39616,ŚLĄSKIE,"50.76837,19.39616,LUSŁAWICE (STACJA)"
2634,LUZINO (S),5447.0,LUZINO,LUZINO (STACJA),LUZINO SPÓŁDZIELCÓW woj.POMORSKIE Stacja:LUZINO,54.56684582,18.10198902,POMORSKIE,"54.56684582,18.10198902,LUZINO (STACJA)"
2636,LWÓWEK ŚLĄSKI (S),52167.0,LWÓWEK ŚLĄSKI,LWÓWEK ŚLĄSKI (STACJA),"Dworzec Autobusowy Lwówek Śląski, Lwówek Śląski, Polska",51.1093721,15.5934762,DOLNOŚLĄSKIE,"51.1093721,15.5934762,LWÓWEK ŚLĄSKI (STACJA)"
2645,ŁADZIN (S),1628.0,ŁADZIN,ŁADZIN (STACJA),ŁADZIN (STACJA) 72-518 woj.ZACHODNIOPOMORSKIE,53.9092377,14.56415008,ZACHODNIOPOMORSKIE,"53.9092377,14.56415008,ŁADZIN (STACJA)"
2648,ŁAGIEWNIKI ŚREDZ (S),53488.0,ŁAGIEWNIKI ŚREDZKIE,ŁAGIEWNIKI ŚREDZKIE (STACJA),"55-340 Łagiewniki Średzkie, Polska",51.0662604,16.4533426,DOLNOŚLĄSKIE,"51.0662604,16.4533426,ŁAGIEWNIKI ŚREDZKIE (STACJA)"
2650,ŁAGÓW (S),179242.0,ŁAGÓW,ŁAGÓW (STACJA),"Dworcowa, Łagów, Polska",52.3364172,15.3004597,LUBUSKIE,"52.3364172,15.3004597,ŁAGÓW (STACJA)"
2651,ŁAMBINOWICE (S),56747.0,ŁAMBINOWICE,ŁAMBINOWICE (STACJA),"Łambinowice D.K., Dworcowa, Łambinowice, Polska",50.537317,17.5654589,OPOLSKIE,"50.537317,17.5654589,ŁAMBINOWICE (STACJA)"
2656,ŁAŃCUT (S),83022.0,ŁAŃCUT,ŁAŃCUT (STACJA),"DWORZEC PKP, KOLEJOWA 2A, 37-100 ŁAŃCUT, POLSKA",50.08141341,22.22714424,województwo podkarpackie,"50.08141341,22.22714424,ŁAŃCUT (STACJA)"
2662,ŁAPINO (S),117093.0,ŁAPINO KARTUSKIE,ŁAPINO (STACJA),ŁAPINO WOŁODYJOWSKIEGO woj.POMORSKIE Stacja:ŁAPINO KARTUSKIE,54.2911867,18.44759412,POMORSKIE,"54.2911867,18.44759412,ŁAPINO (STACJA)"
2664,ŁAPY (S),24539.0,ŁAPY,ŁAPY (STACJA),"DWORZEC PKP ŁAPY, GENERAŁA WŁADYSŁAWA SIKORSKIEGO 15, 18-100 ŁAPY, POLSKA",52.99052018,22.8832984,województwo podlaskie,"52.99052018,22.8832984,ŁAPY (STACJA)"
2665,ŁAPY OSSE (S),24646.0,ŁAPY OSSE,ŁAPY OSSE (STACJA),ŁAPY SOSNOWA woj.PODLASKIE Stacja:ŁAPY OSSE,52.97391297,22.84081757,PODLASKIE,"52.97391297,22.84081757,ŁAPY OSSE (STACJA)"
2668,ŁASIN KOSZALIŃS (S),4473.0,ŁASIN KOSZALIŃSKI,ŁASIN KOSZALIŃSKI (STACJA),USTRONIE MORSKIE KOSZALIŃSKA woj.ZACHODNIOPOMORSKIE Stacja:ŁASIN KOSZALIŃSKI,54.2031089,15.7778852,ZACHODNIOPOMORSKIE,"54.2031089,15.7778852,ŁASIN KOSZALIŃSKI (STACJA)"
2671,ŁASK (S),46649.0,ŁASK,ŁASK (STACJA),"ŁASK PKP, 98-100 ŁASK, POLSKA",51.60309223,19.11226273,województwo łódzkie,"51.60309223,19.11226273,ŁASK (STACJA)"
2673,ŁASKARZEW PRZYST (S),39297.0,ŁASKARZEW PRZYSTANEK,ŁASKARZEW PRZYSTANEK (STACJA),ŁASKARZEW STACYJNA woj.MAZOWIECKIE Stacja:ŁASKARZEW PRZYSTANEK,51.7981585,21.608482,MAZOWIECKIE,"51.7981585,21.608482,ŁASKARZEW PRZYSTANEK (STACJA)"
2674,ŁAWICA (S),56531.0,ŁAWICA,ŁAWICA (STACJA),"Dworzec PKP Ławica, 3310D, 57-300 Młynów, Polska",50.4771298,16.6704882,DOLNOŚLĄSKIE,"50.4771298,16.6704882,ŁAWICA (STACJA)"
2675,ŁAWSZOWA (S),52274.0,ŁAWSZOWA,ŁAWSZOWA (STACJA),ŁAWSZOWA (STACJA) 59-724 woj.DOLNOŚLĄSKIE,51.38911,15.41154,DOLNOŚLĄSKIE,"51.38911,15.41154,ŁAWSZOWA (STACJA)"
2682,ŁAZISKA ŚREDNIE (S),68163.0,ŁAZISKA ŚREDNIE,ŁAZISKA ŚREDNIE (STACJA),"Dworzec PKP Łaziska Średnie, Generała Władysława Sikorskiego 6, 43-173 Łaziska Górne, Polska",50.1298312,18.8684411,ŚLĄSKIE,"50.1298312,18.8684411,ŁAZISKA ŚREDNIE (STACJA)"
2683,ŁAZNÓW (S),47431.0,ŁAZNÓW,ŁAZNÓW (STACJA),ŁAZNÓW (STACJA) 97-221 woj.ŁÓDZKIE,51.628,19.78394,ŁÓDZKIE,"51.628,19.78394,ŁAZNÓW (STACJA)"
2685,ŁAZY (S),75200.0,ŁAZY,ŁAZY (STACJA),"DWORCOWA 9, 42-450 ŁAZY, POLSKA",50.43008521,19.39185619,województwo śląskie,"50.43008521,19.39185619,ŁAZY (STACJA)"
2686,ŁAZY BRONIEWSKIEGO 14,75200.0,ŁAZY,ŁAZY BRONIEWSKIEGO 14,ŁAZY BRONIEWSKIEGO 14,50.42491,19.40396,ŚLĄSKIE,"50.42491,19.40396,ŁAZY BRONIEWSKIEGO 14"
2690,ŁAZY LA (S),178171.0,ŁAZY LA,ŁAZY LA (STACJA),"GRUNWALDZKA 9, 42-450 ŁAZY, POLSKA",50.43917,19.40112,ŚLĄSKIE,"50.43917,19.40112,ŁAZY LA (STACJA)"
2691,ŁAZY LC (S),178172.0,ŁAZY LC,ŁAZY LC (STACJA),"Henryka Pobożnego, Wiesiółka, Polska",50.4170598,19.3560333,ŚLĄSKIE,"50.4170598,19.3560333,ŁAZY LC (STACJA)"
2693,ŁĄCK (S),32383.0,ŁĄCK,ŁĄCK (STACJA),ŁĄCK PŁOCKA woj.MAZOWIECKIE Stacja:ŁĄCK,52.4663142,19.6109468,MAZOWIECKIE,"52.4663142,19.6109468,ŁĄCK (STACJA)"
2696,ŁĄCZNIK (S),57026.0,ŁĄCZNIK,ŁĄCZNIK (STACJA),"409, 48-220 Dębina, Polska",50.4345027,17.7562696,OPOLSKIE,"50.4345027,17.7562696,ŁĄCZNIK (STACJA)"
2698,ŁĄG (S),8979.0,ŁĄG,ŁĄG (STACJA),ŁĄG (STACJA) 89-652 woj.POMORSKIE,53.83063549,18.06204097,POMORSKIE,"53.83063549,18.06204097,ŁĄG (STACJA)"
2701,ŁĄG POŁUDNIOWY (S),16675.0,ŁĄG POŁUDNIOWY,ŁĄG POŁUDNIOWY (STACJA),ŁĄG POŁUDNIOWY (STACJA) 89-650 woj.POMORSKIE,53.82838331,18.08080826,POMORSKIE,"53.82838331,18.08080826,ŁĄG POŁUDNIOWY (STACJA)"
2703,ŁĄG-KOLONIA (S),8979.0,ŁĄG,ŁĄG-KOLONIA (STACJA),ŁĄG-KOLONIA (STACJA) 89-652 woj.POMORSKIE,53.83063549,18.06204097,POMORSKIE,"53.83063549,18.06204097,ŁĄG-KOLONIA (STACJA)"
2706,ŁĄKOCINY (S),44073.0,ŁĄKOCINY,ŁĄKOCINY (STACJA),ŁĄKOCINY DWORCOWA woj.WIELKOPOLSKIE Stacja:ŁĄKOCINY,51.65671907,17.66950437,WIELKOPOLSKIE,"51.65671907,17.66950437,ŁĄKOCINY (STACJA)"
2709,ŁĄŻEK PO (S),17335.0,ŁĄŻEK PO,ŁĄŻEK PO (STACJA),ŁĄŻEK DWORCOWA woj.KUJAWSKO-POMORSKIE Stacja:ŁĄŻEK PO,53.63969412,18.21580123,KUJAWSKO-POMORSKIE,"53.63969412,18.21580123,ŁĄŻEK PO (STACJA)"
2712,ŁĘCZYCA (S),32524.0,ŁĘCZYCA,ŁĘCZYCA (STACJA),"DWORZEC PKP ŁĘCZYCA, BELWEDERSKA 54, 99-100 ŁĘCZYCA, POLSKA",52.04923115,19.19326544,województwo łódzkie,"52.04923115,19.19326544,ŁĘCZYCA (STACJA)"
2716,ŁĘGAJNY (M),9357.0,ŁĘGAJNY,ŁĘGAJNY (MIESZKANIE SŁ),ŁĘGAJNY (MIESZKANIE SŁ) 11-010 woj.WARMIŃSKO-MAZURSKIE,53.82065,20.63563,WARMIŃSKO-MAZURSKIE,"53.82065,20.63563,ŁĘGAJNY (MIESZKANIE SŁ)"
2722,ŁĘGOWO SULECHOWS (S),27334.0,ŁĘGOWO SULECHOWSKIE,ŁĘGOWO SULECHOWSKIE (STACJA),"18A, 66-111 Łęgowo, Polska",52.1327045,15.6754982,LUBUSKIE,"52.1327045,15.6754982,ŁĘGOWO SULECHOWSKIE (STACJA)"
2725,ŁĘKA OPATOWSKA (S),45732.0,ŁĘKA OPATOWSKA,ŁĘKA OPATOWSKA (STACJA),ŁĘKA OPATOWSKA (STACJA) 63-645 woj.WIELKOPOLSKIE,51.21708768,18.09173681,WIELKOPOLSKIE,"51.21708768,18.09173681,ŁĘKA OPATOWSKA (STACJA)"
2729,ŁĘTOWNIA (S),65151.0,ŁĘTOWNIA,ŁĘTOWNIA (STACJA),"DWORZEC PKP ŁĘTOWNIA, 861, 37-430 SIBIGI, POLSKA",50.3633896,22.2555736,PODKARPACKIE,"50.3633896,22.2555736,ŁĘTOWNIA (STACJA)"
2736,ŁOBEZ (S),3509.0,ŁOBEZ,ŁOBEZ (STACJA),ŁOBEZ KOLEJOWA woj.ZACHODNIOPOMORSKIE Stacja:ŁOBEZ,53.6367509,15.62757844,ZACHODNIOPOMORSKIE,"53.6367509,15.62757844,ŁOBEZ (STACJA)"
2737,ŁOBZOWIEC (S),44941.0,ŁOBZOWIEC,ŁOBZOWIEC (STACJA),ŁOBZOWIEC (STACJA) 63-233 woj.WIELKOPOLSKIE,51.94788636,17.33248603,WIELKOPOLSKIE,"51.94788636,17.33248603,ŁOBZOWIEC (STACJA)"
2739,ŁODYGOWICE (S),76422.0,ŁODYGOWICE,ŁODYGOWICE (STACJA),"Łodygowice PKP, Kolejowa, Łodygowice, Polska",49.7250892,19.1412072,ŚLĄSKIE,"49.7250892,19.1412072,ŁODYGOWICE (STACJA)"
2740,ŁODYGOWICE GÓRNE (S),76380.0,ŁODYGOWICE GÓRNE,ŁODYGOWICE GÓRNE (STACJA),"Adama Mickiewicza, Łodygowice, Polska",49.7390968,19.1197217,ŚLĄSKIE,"49.7390968,19.1197217,ŁODYGOWICE GÓRNE (STACJA)"
2743,ŁOMNICA (S),56036.0,ŁOMNICA,ŁOMNICA (STACJA),"Kolejowa 16, 58-531 Łomnica, Polska",50.8618442,15.7978082,DOLNOŚLĄSKIE,"50.8618442,15.7978082,ŁOMNICA (STACJA)"
2744,ŁOMNICA DOLNA (S),56051.0,ŁOMNICA DOLNA,ŁOMNICA DOLNA (STACJA),"Rybna 6, 58-531 Łomnica, Polska",50.8786888,15.8002327,DOLNOŚLĄSKIE,"50.8786888,15.8002327,ŁOMNICA DOLNA (STACJA)"
2745,ŁOMNICA ŚREDNIA (S),56069.0,ŁOMNICA ŚREDNIA,ŁOMNICA ŚREDNIA (STACJA),"Leśna 2, 58-531 Łomnica, Polska",50.8863946,15.7942858,DOLNOŚLĄSKIE,"50.8863946,15.7942858,ŁOMNICA ŚREDNIA (STACJA)"
2746,ŁOMNICA ZDRÓJ (S),82586.0,ŁOMNICA ZDRÓJ,ŁOMNICA ZDRÓJ (STACJA),"598, 33-351 Łomnica-Zdrój, Polska",49.441737,20.7470162,MAŁOPOLSKIE,"49.441737,20.7470162,ŁOMNICA ZDRÓJ (STACJA)"
2751,ŁOPATKI (S),50195.0,ŁOPATKI,ŁOPATKI (STACJA),ŁOPATKI (STACJA) 24-160 woj.LUBELSKIE,51.3233437,22.1386483,LUBELSKIE,"51.3233437,22.1386483,ŁOPATKI (STACJA)"
2755,ŁOPUCHOWO (S),29884.0,ŁOPUCHOWO,ŁOPUCHOWO (STACJA),ŁOPUCHOWO (STACJA) 62-095 woj.WIELKOPOLSKIE,52.61342111,17.09517574,WIELKOPOLSKIE,"52.61342111,17.09517574,ŁOPUCHOWO (STACJA)"
2758,ŁOSIÓW (S),62158.0,ŁOSIÓW,ŁOSIÓW (STACJA),"Dworzec PKP Łosiów, Kolejowa, Łosiów, Polska",50.7883709,17.5525438,OPOLSKIE,"50.7883709,17.5525438,ŁOSIÓW (STACJA)"
2766,ŁÓDŹ CHOJNY (S),46565.0,ŁÓDŹ CHOJNY,ŁÓDŹ CHOJNY (STACJA),ŁÓDŹ LOKATORSKA woj.ŁÓDZKIE Stacja:ŁÓDŹ CHOJNY,51.73026,19.47081,ŁÓDZKIE,"51.73026,19.47081,ŁÓDŹ CHOJNY (STACJA)"
2767,ŁÓDŹ DĄBR PRZEM (S),178683.0,ŁÓDŹ DĄBROWA PRZEMYSŁOWA,ŁÓDŹ DĄBROWA PRZEMYSŁOWA (STACJA),ŁÓDŹ GEN. DĄBROWSKIEGO J. woj.ŁÓDZKIE Stacja:ŁÓDŹ DĄBROWA PRZEMYSŁOWA,51.7359154,19.5106113,ŁÓDZKIE,"51.7359154,19.5106113,ŁÓDŹ DĄBROWA PRZEMYSŁOWA (STACJA)"
2768,ŁÓDŹ FABRYCZNA (S),251561.0,ŁÓDŹ DĄBROWA,ŁÓDŹ FABRYCZNA (STACJA),ŁÓDŹ PL. GEN. DĄBROWSKIEGO H. woj.ŁÓDZKIE Stacja:ŁÓDŹ DĄBROWA,51.7733525,19.4706837,ŁÓDZKIE,"51.7733525,19.4706837,ŁÓDŹ FABRYCZNA (STACJA)"
2769,ŁÓDŹ KALISKA (S),46706.0,ŁÓDŹ KALISKA,ŁÓDŹ KALISKA (STACJA),ŁÓDŹ KALISKA (STACJA) 90-010 woj.ŁÓDZKIE,51.7651186,19.4582897,ŁÓDZKIE,"51.7651186,19.4582897,ŁÓDŹ KALISKA (STACJA)"
2770,ŁÓDŹ KALISKA LKT (S),177972.0,ŁÓDŹ KALISKA LKT,ŁÓDŹ KALISKA LKT (STACJA),ŁÓDŹ KALISKA LKT (STACJA) 93-564 woj.ŁÓDZKIE,51.7452148,19.4364641,ŁÓDZKIE,"51.7452148,19.4364641,ŁÓDŹ KALISKA LKT (STACJA)"
2774,ŁÓDŹ OLEC LOA ND (S),177970.0,ŁÓDŹ OLECHÓW ŁOA,ŁÓDŹ OLECHÓW ŁOA ND (STACJA),"JĘDRZEJOWSKA 172, 93-647 ŁÓDŹ, POLSKA",51.72595157,19.55656528,województwo łódzkie,"51.72595157,19.55656528,ŁÓDŹ OLECHÓW ŁOA ND (STACJA)"
2775,ŁÓDŹ OLEC ŁOC ND (S),177971.0,ŁÓDŹ OLECHÓW ŁOC,ŁÓDŹ OLECHÓW ŁOC ND (STACJA),"POLSKICH KOLEI PAŃSTWOWYCH, 92-610 ŁÓDŹ, POLSKA",51.73238414,19.60306406,województwo łódzkie,"51.73238414,19.60306406,ŁÓDŹ OLECHÓW ŁOC ND (STACJA)"
2776,ŁÓDŹ OLECHÓW (S),46300.0,ŁÓDŹ OLECHÓW,ŁÓDŹ OLECHÓW (STACJA),"JANA GOTTLIEBA BLOCHA, 92-610 ŁÓDŹ, POLSKA",51.73241072,19.59638,województwo łódzkie,"51.73241072,19.59638,ŁÓDŹ OLECHÓW (STACJA)"
2781,ŁÓDŹ WIDZ JANÓW (S),178037.0,ŁÓDŹ WIDZEW JANÓW,ŁÓDŹ WIDZEW JANÓW (STACJA),ŁÓDŹ JURANDA ZE SPYCHOWA woj.ŁÓDZKIE Stacja:ŁÓDŹ WIDZEW JANÓW,51.7510319,19.5676745,ŁÓDZKIE,"51.7510319,19.5676745,ŁÓDŹ WIDZEW JANÓW (STACJA)"
2782,ŁÓDŹ WIDZEW (S),46409.0,ŁÓDŹ WIDZEW,ŁÓDŹ WIDZEW (STACJA),ŁÓDŹ WIDZEW (STACJA) 92-305 woj.ŁÓDZKIE,51.7628056,19.5430498,ŁÓDZKIE,"51.7628056,19.5430498,ŁÓDŹ WIDZEW (STACJA)"
2783,ŁÓDŹ ŻABIENIEC (S),46789.0,ŁÓDŹ ŻABIENIEC,ŁÓDŹ ŻABIENIEC (STACJA),ŁÓDŹ HELSKA woj.ŁÓDZKIE Stacja:ŁÓDŹ ŻABIENIEC,51.7935776,19.4070099,ŁÓDZKIE,"51.7935776,19.4070099,ŁÓDŹ ŻABIENIEC (STACJA)"
2786,ŁUBIANA (S),17582.0,LUBIANA,ŁUBIANA (STACJA),ŁUBIANA KOLEJOWA woj.POMORSKIE Stacja:LUBIANA,54.11481721,17.86655438,POMORSKIE,"54.11481721,17.86655438,ŁUBIANA (STACJA)"
2795,ŁUBOWO (S),3020.0,ŁUBOWO,ŁUBOWO (STACJA),ŁUBOWO KOLEJOWA woj.ZACHODNIOPOMORSKIE Stacja:ŁUBOWO,53.5839337,16.38978189,ZACHODNIOPOMORSKIE,"53.5839337,16.38978189,ŁUBOWO (STACJA)"
2798,ŁUGI GÓRZYCKIE (S),13078.0,ŁUGI GÓRZYCKIE,ŁUGI GÓRZYCKIE (STACJA),ŁUGI GÓRZYCKIE (STACJA) 69-113 woj.LUBUSKIE,52.51611515,14.65063972,LUBUSKIE,"52.51611515,14.65063972,ŁUGI GÓRZYCKIE (STACJA)"
2805,ŁUKÓW (S),39909.0,ŁUKÓW,ŁUKÓW (STACJA),"STEFANA OKRZEI 31B, 21-400 ŁUKÓW, POLSKA",51.94154001,22.39056587,województwo lubelskie,"51.94154001,22.39056587,ŁUKÓW (STACJA)"
2806,ŁUKÓW ŁAPIGUZ (S),40113.0,ŁUKÓW ŁAPIGUZ,ŁUKÓW ŁAPIGUZ (STACJA),ŁUKÓW OGRODNICZA woj.LUBELSKIE Stacja:ŁUKÓW ŁAPIGUZ,51.924509,22.3598062,LUBELSKIE,"51.924509,22.3598062,ŁUKÓW ŁAPIGUZ (STACJA)"
2807,ŁUKÓW ŚLĄSKI (S),68361.0,ŁUKÓW ŚLĄSKI,ŁUKÓW ŚLĄSKI (STACJA),"Kolejowa, 44-282 Łuków Śląski, Polska",50.102515,18.4131742,ŚLĄSKIE,"50.102515,18.4131742,ŁUKÓW ŚLĄSKI (STACJA)"
2809,ŁUPKÓW (S),83774.0,ŁUPKÓW (GR),ŁUPKÓW (STACJA),ŁUPKÓW (STACJA) 38-543 woj.PODKARPACKIE,49.2472345,22.059131,PODKARPACKIE,"49.2472345,22.059131,ŁUPKÓW (STACJA)"
2810,ŁUPOWO (S),14019.0,ŁUPOWO,ŁUPOWO (STACJA),ŁUPOWO LIPOWA woj.LUBUSKIE Stacja:ŁUPOWO,52.70035763,15.12151847,LUBUSKIE,"52.70035763,15.12151847,ŁUPOWO (STACJA)"
2817,ŁYSOMICE (S),20396.0,ŁYSOMICE,ŁYSOMICE (STACJA),"Leśna 2, 87-148 Łysomice, Polska",53.08621,18.62046,KUJAWSKO-POMORSKIE,"53.08621,18.62046,ŁYSOMICE (STACJA)"
2820,MACHNACZ (S),24240.0,MACHNACZ,MACHNACZ (STACJA),MACHNACZ (STACJA) 16-020 woj.PODLASKIE,53.33180842,23.31672192,PODLASKIE,"53.33180842,23.31672192,MACHNACZ (STACJA)"
